,class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,human_interference,smell_quality,c_molybdites,spore_color,no_rings
235,2,1,3,3,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
236,2,1,2,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
237,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
238,2,1,2,2,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
239,2,4,2,2,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,1,1,5,0,0,1,1,1
240,2,4,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,5,0,0,1,1,1
241,2,1,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
242,2,1,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
243,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
244,2,4,3,3,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
245,2,1,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
246,2,1,1,3,1,3,1,2,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
247,2,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
248,2,4,2,2,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,5,0,0,1,1,1
249,2,1,1,1,2,4,1,2,2,4,2,1,2,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
250,2,4,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,2,1,0,1,1,1
251,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
252,2,3,3,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
253,2,2,2,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
254,2,2,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
255,2,2,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
256,2,4,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
257,2,1,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
258,2,2,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
259,2,2,2,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
260,2,4,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,2,1,0,1,1,1
261,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
262,2,1,1,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
263,2,1,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
264,2,4,3,3,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
265,2,4,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1
266,2,4,1,4,2,4,1,2,2,4,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
267,2,1,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
268,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
269,1,4,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
270,2,1,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
271,1,4,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
272,2,1,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
273,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
274,2,4,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
275,2,1,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
276,2,4,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,2,1,0,1,1,1
277,2,1,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
278,2,4,3,1,2,4,1,2,2,6,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
279,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
280,1,1,2,3,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1
281,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
282,2,3,3,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
283,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
284,2,2,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
285,2,4,2,1,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
286,2,2,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
287,2,2,2,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
288,2,1,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
289,2,4,3,4,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,5,1,0,0,1,1,1
290,2,1,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,1,1,1
291,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
292,2,1,1,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
293,2,2,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
294,2,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
295,2,2,1,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
296,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
297,2,1,3,4,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
298,2,4,1,2,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
299,1,1,2,3,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
300,2,1,3,3,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
301,2,2,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
302,2,1,1,2,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
303,2,2,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
304,2,1,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
305,2,1,3,1,1,4,1,1,2,4,2,3,1,1,2,2,1,1,1,1,2,5,4,1,0,1,1,1
306,2,2,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
307,2,1,1,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
308,2,4,2,1,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,1,5,2,1,0,1,1,1
309,2,1,3,3,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
310,2,1,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
311,1,1,2,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1
312,2,1,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
313,2,1,3,3,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
314,2,2,1,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
315,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
316,2,1,1,2,1,2,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
317,2,1,2,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
318,2,1,3,3,1,3,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
319,2,4,1,3,1,3,1,2,1,5,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
320,2,1,2,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
321,2,4,3,2,1,2,1,2,1,5,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
322,2,1,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
323,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
324,2,1,2,1,1,3,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
325,2,2,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
326,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
327,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,1,1,1
328,2,2,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
329,2,2,2,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
330,1,1,2,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,0,1,1,1,1
331,2,2,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
332,2,2,2,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
333,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
334,2,1,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
335,2,1,3,1,1,4,1,1,2,4,2,3,1,1,3,1,1,1,1,1,1,5,4,1,0,1,1,1
336,2,1,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,2,1,0,1,1,1
337,2,2,1,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
338,2,1,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
339,2,1,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,5,2,1,0,1,1,1
340,2,1,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
341,2,2,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
342,2,1,1,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
343,2,4,3,2,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
344,2,2,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
345,2,1,3,1,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
346,2,1,3,2,1,3,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
347,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
348,2,4,1,4,2,4,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
349,2,1,3,1,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,5,1,0,0,1,1,1
350,2,4,1,4,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
351,2,4,2,1,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
352,2,2,2,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
353,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
354,2,1,2,2,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,1,5,0,0,1,1,1
355,2,3,3,4,2,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
356,2,4,2,1,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
357,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
358,2,1,2,2,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
359,2,1,2,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
360,2,1,3,1,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,2,1,2,1,0,1,1,1
361,2,1,3,1,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
362,2,4,1,1,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
363,2,4,2,1,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
364,2,1,1,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
365,2,4,3,1,2,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1
366,2,1,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
367,2,1,3,2,1,2,1,2,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
368,2,2,2,2,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
369,2,1,3,4,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,0,1,1,1
370,2,1,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,2,1,0,1,1,1
371,2,4,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,5,2,1,0,1,1,1
372,2,1,1,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
373,2,3,3,1,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,1,0,0,1,1,1
374,2,1,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
375,2,2,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
376,2,3,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,0,0,1,1,1
377,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
378,2,1,2,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
379,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
380,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
381,2,1,1,3,2,4,1,2,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,0,1,1,1
382,2,1,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
383,2,2,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
384,2,1,3,1,1,4,1,1,2,2,2,3,1,1,2,1,1,1,1,1,2,5,4,1,0,1,1,1
385,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
386,2,1,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,5,5,0,0,1,1,1
387,2,1,1,1,2,4,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,3,2,1,0,1,1,1
388,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
389,2,1,1,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
390,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
391,2,1,1,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
392,2,2,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
393,2,1,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
394,2,4,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
395,2,1,3,4,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
396,2,1,1,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
397,2,1,2,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
398,2,1,3,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1
399,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
400,2,2,2,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
401,2,2,2,3,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
402,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,4,1,0,1,1,1,1
403,2,2,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
404,2,1,1,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
405,2,1,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
406,2,2,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
407,2,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
408,2,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
409,2,1,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
410,2,1,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
411,2,1,1,1,2,4,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1
412,2,1,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
413,2,1,2,2,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,5,2,1,0,1,1,1
414,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,1,1
415,2,2,2,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
416,2,1,3,3,1,3,1,2,1,4,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
417,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
418,2,1,2,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
419,2,4,3,4,2,4,1,2,2,6,2,1,2,2,1,1,1,1,1,2,2,3,2,1,0,1,1,1
420,2,1,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
421,2,2,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
422,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1
423,2,4,2,1,1,3,1,1,2,5,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
424,2,1,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
425,2,1,1,3,1,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
426,2,4,2,1,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
427,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
428,2,1,1,3,2,4,1,2,2,4,2,1,2,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
429,2,4,3,4,2,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,4,1,0,0,1,1,1
430,2,1,2,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
431,2,1,2,2,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,5,2,1,0,1,1,1
432,2,2,1,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0,1,1,1
433,2,2,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
434,2,4,1,3,1,3,1,2,1,2,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
435,2,2,1,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
436,2,1,3,2,1,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
437,2,1,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
438,2,2,2,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
439,2,1,2,1,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
440,2,1,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
441,2,1,2,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
442,2,1,2,2,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,1,5,5,0,0,1,1,1
443,2,1,2,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
444,2,1,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
445,2,1,2,1,1,3,1,1,2,4,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
446,2,1,1,3,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
447,2,4,2,1,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,1,2,1,0,1,1,1
448,2,2,1,3,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
449,2,1,3,1,1,4,1,1,2,2,2,3,1,1,2,2,1,1,1,1,2,5,4,1,0,1,1,1
450,2,1,2,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
451,2,2,1,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
452,2,2,1,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
453,2,1,3,2,1,3,1,2,1,4,2,3,1,1,1,1,1,1,1,1,2,4,4,1,0,1,1,1
454,2,2,1,3,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
455,2,1,1,4,2,4,1,2,2,6,2,1,1,2,1,1,1,1,1,2,1,3,2,1,0,1,1,1
456,2,2,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0,1,1,1
457,2,2,1,2,1,3,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1
458,2,4,2,2,1,2,1,1,2,2,1,4,1,3,1,1,1,1,1,1,1,5,5,0,0,1,1,1
459,2,4,2,1,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,5,5,0,0,1,1,1
460,2,1,1,3,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,0,1,1,1
461,2,4,2,2,1,3,1,1,2,2,1,4,1,3,1,1,1,1,1,1,2,1,2,1,0,1,1,1
462,2,2,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1
463,2,1,2,2,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,2,2,3,1,0,1,1,1
464,2,1,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,0,0,1,1,1
465,2,4,2,1,1,2,1,1,2,4,1,4,1,3,1,1,1,1,1,1,2,5,2,1,0,1,1,1
466,2,1,1,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
467,2,1,1,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
468,2,2,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
469,2,4,2,2,1,2,1,1,2,5,1,4,1,3,1,1,1,1,1,1,2,1,5,0,0,1,1,1
470,2,1,2,2,1,3,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0,1,1,1
471,2,1,2,3,1,2,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,3,1,0,1,1,1
472,2,4,3,3,1,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,3,4,4,1,0,1,0,1
